,num_jobs,consumed_mem_gb,allocated_mem_gb,pct_mem_consumed,tool_name_version
0,106337,1215965,3224244,37.7,hisat2/2.2.1+galaxy0
1,38571,1189058,1750255,67.9,rna_star/2.7.8a+galaxy0
2,88747,812984,2689976,30.2,bowtie2/2.4.2+galaxy0
3,1036813,718715,7926300,9.1,__DATA_FETCH__/__DATA_FETCH__
4,112233,663850,3401910,19.5,trimmomatic/0.38.0
5,46455,394708,1408222,28.0,bwa_mem/0.7.17.2
6,37056,328325,569180,57.7,htseq_count/0.9.1
7,250869,319507,1989344,16.1,fastqc/0.72+galaxy1
8,690069,317862,5190911,6.1,upload1/upload1
9,153600,294084,2018843,14.6,fastqc/0.73+galaxy0
10,74239,259931,2406750,10.8,ncbi_blastn_wrapper/2.10.1+galaxy0
11,20547,242636,623364,38.9,fasterq_dump/2.11.0+galaxy1
12,15730,203138,581510,34.9,kraken2/2.1.1+galaxy1
13,63367,182327,1920166,9.5,featurecounts/2.0.1+galaxy2
14,1213,172190,289000,59.6,trinity/2.9.1+galaxy2
15,143928,167548,1098722,15.2,CONVERTER_gz_to_uncompressed/CONVERTER_gz_to_uncompressed
16,9952,157928,301553,52.4,tophat2/2.1.1
17,10568,148753,320506,46.4,fasterq_dump/2.11.0+galaxy0
18,28652,138818,218904,63.4,picard_MarkDuplicates/2.18.2.2
19,40956,137043,313277,43.7,fastq_dump/2.11.0+galaxy0
20,935,128076,242821,52.7,trinity/2.9.1+galaxy1
21,15376,125068,465745,26.9,bwa/0.7.17.4
22,1698,111022,157900,70.3,kraken/1.3.1
23,4989,108153,211544,51.1,ncbi_blastp_wrapper/2.10.1+galaxy0
24,419145,105724,3206771,3.3,ucsc_table_direct1/ucsc_table_direct1
25,33522,104402,1015637,10.3,featurecounts/2.0.1+galaxy1
26,8909,102523,269808,38.0,samtools_sort/2.0.3
27,34810,97811,1054509,9.3,stringtie/2.1.7+galaxy1
28,43785,95425,1342228,7.1,fastp/0.20.1+galaxy0
29,13259,92998,401661,23.2,salmon/1.5.1+galaxy0
30,24109,91454,184428,49.6,macs2_callpeak/2.1.1.20160309.6
31,9733,78741,294910,26.7,kallisto_quant/0.46.2+galaxy0
32,24463,77417,739352,10.5,cutadapt/3.4+galaxy0
33,19154,77340,239002,32.4,trim_galore/0.6.7+galaxy0
34,5835,77184,281592,27.4,spades/3.12.0+galaxy1
35,5581,75303,169952,44.3,hisat2/2.1.0+galaxy7
36,22459,69547,681186,10.2,deseq2/2.11.40.7+galaxy1
37,843,66388,74387,89.2,spades/3.15.3+galaxy2
38,21793,64629,171110,37.8,trim_galore/0.6.3
39,9544,63243,289896,21.8,minimap2/2.24+galaxy0
40,21996,63090,668593,9.4,stringtie/2.1.1
41,20085,62372,608907,10.2,cutadapt/3.7+galaxy0
42,5897,60170,362235,16.6,wig_to_bigWig/wig_to_bigWig
43,13550,58892,411074,14.3,snippy/4.6.0+galaxy0
44,7664,58116,232275,25.0,qualimap_bamqc/2.2.2c
45,27607,56129,837297,6.7,deeptools_bam_coverage/3.3.2.0.0
46,5336,55535,181673,30.6,unicycler/0.4.8.0
47,29571,52976,225670,23.5,fastq_groomer/1.1.5
48,1595,52234,67454,77.4,rna_star/2.7.8a
49,11191,48988,339168,14.4,fastp/0.23.2+galaxy0
50,17792,48289,551725,8.8,qualimap_bamqc/2.2.2d+galaxy3
51,14715,47219,459126,10.3,bwa_mem/0.7.17.1
52,9928,42404,299820,14.1,cutadapt/3.5+galaxy1
53,5597,41530,169349,24.5,bowtie2/2.3.4.3+galaxy0
54,152900,39398,1163450,3.4,abricate/1.0.1
55,10760,38060,326449,11.7,cufflinks/2.2.1.3
56,13688,37464,414964,9.0,freebayes/1.3.1
57,29956,36572,908566,4.0,prokka/1.14.6+galaxy1
58,202,35158,38887,90.4,kraken/1.2.4
59,10859,34252,328657,10.4,fastp/0.19.5+galaxy1
60,29407,32852,892606,3.7,deeptools_compute_matrix/3.3.2.0.0
61,1991,29175,60225,48.4,trinity_align_and_estimate_abundance/2.9.1+galaxy1
62,11176,28144,339576,8.3,deseq2/2.11.40.6+galaxy2
63,12274,27696,93885,29.5,samtool_filter2/1.8+galaxy1
64,14962,27592,114516,24.1,ebi_sra_main/ebi_sra_main
65,687,26852,35570,75.5,rna_star/2.6.0b-1
66,746,26608,40388,65.9,rna_starsolo/2.7.8a
67,16742,26585,128047,20.8,bamFilter/2.4.1
68,10378,26305,79387,33.1,snpEff/4.3+T.galaxy1
69,3390,25502,102750,24.8,cuffdiff/2.2.1.6
70,4440,24920,33903,73.5,rbc_mirdeep2_mapper/2.0.0.8.1
71,8946,24153,68452,35.3,samtools_rmdup/2.0.1
72,9818,23328,75069,31.1,CONVERTER_fastq_to_fqtoc0/CONVERTER_fastq_to_fqtoc0
73,6850,22404,208626,10.7,featurecounts/2.0.1
74,89100,22084,680086,3.2,Add_a_column1/1.6
75,29776,21870,228052,9.6,deeptools_plot_heatmap/3.3.2.0.1
76,6787,21342,51923,41.1,chipseeker/1.18.0+galaxy1
77,16918,20872,526133,4.0,lofreq_viterbi/2.1.5+galaxy0
78,38395,20439,292803,7.0,samtools_stats/2.0.2+galaxy2
79,819,19972,38866,51.4,ncbi_blastx_wrapper/2.10.1+galaxy0
80,75524,19809,576704,3.4,Cut1/Cut1
81,33348,19230,254765,7.5,fastq_to_fasta_python/1.1.5
82,10055,18973,76893,24.7,CONVERTER_bam_to_coodinate_sorted_bam/CONVERTER_bam_to_coodinate_sorted_bam
83,68900,18705,526262,3.6,snpSift_filter/4.3+t.galaxy1
84,3678,18659,111191,16.8,mothur_align_seqs/1.39.5.0
85,2480,18599,74836,24.9,minimap2/2.20+galaxy2
86,60409,18266,461817,4.0,Filter1/Filter1
87,4008,17798,122466,14.5,cutadapt/4.0+galaxy0
88,7596,16729,58121,28.8,cat_multiple/0.2
89,14870,16722,113634,14.7,cat1/cat1
90,2599,16673,78842,21.1,shovill/1.1.0+galaxy1
91,5717,15853,43695,36.3,tp_cat/0.1.0
92,6823,15785,206813,7.6,mothur_screen_seqs/1.39.5.1
93,378,15661,21545,72.7,rna_star/2.7.5b
94,1143,15656,34339,45.6,hisat2/2.1.0+galaxy5
95,45670,15557,349445,4.5,__SET_METADATA__/__SET_METADATA__
