,month_year,num_users,tool_name_version
0,2021-08,3805,upload1/upload1
1,2021-08,1686,fastqc/0.72+galaxy1
2,2021-08,900,__DATA_FETCH__/__DATA_FETCH__
3,2021-08,879,trimmomatic/0.38.0
4,2021-08,707,bowtie2/2.4.2+galaxy0
5,2021-08,696,__SET_METADATA__/__SET_METADATA__
6,2021-08,676,CONVERTER_gz_to_uncompressed/CONVERTER_gz_to_uncompressed
7,2021-08,572,fasterq_dump/2.11.0+galaxy0
8,2021-08,470,fastq_dump/2.11.0+galaxy0
9,2021-08,431,hisat2/2.1.0+galaxy7
10,2021-08,426,multiqc/1.9+galaxy1
11,2021-08,392,deseq2/2.11.40.6+galaxy1
12,2021-08,369,bwa_mem/0.7.17.2
13,2021-08,343,featurecounts/2.0.1
14,2021-08,269,Filter1/Filter1
15,2021-08,263,fastp/0.19.5+galaxy1
16,2021-08,258,cutadapt/3.4+galaxy0
17,2021-08,253,ucsc_table_direct1/ucsc_table_direct1
18,2021-08,249,macs2_callpeak/2.1.1.20160309.6
19,2021-08,247,join1/join1
20,2021-08,234,tophat2/2.1.1
21,2021-08,232,spades/3.12.0+galaxy1
22,2021-08,222,tp_cut_tool/1.1.0
23,2021-08,221,sra_source/sra_source
24,2021-08,220,hisat2/2.2.1+galaxy0
25,2021-08,218,Grouping1/Grouping1
26,2021-08,216,deeptools_bam_coverage/3.3.2.0.0
27,2021-08,215,rna_star/2.7.8a
28,2021-08,212,featurecounts/2.0.1+galaxy1
29,2021-08,211,picard_MarkDuplicates/2.18.2.2
30,2021-08,201,trim_galore/0.6.3
31,2021-08,196,sort1/sort1
32,2021-08,195,freebayes/1.3.1
33,2021-08,194,Cut1/Cut1
34,2021-08,186,prokka/1.14.5+galaxy0
35,2021-08,167,gops_join_1/1.0.0
36,2021-08,166,CONVERTER_interval_to_bed_0/CONVERTER_interval_to_bed_0
37,2021-08,166,stringtie/2.1.1
38,2021-08,165,htseq_count/0.9.1
39,2021-08,153,CONVERTER_bam_to_bigwig_0/CONVERTER_bam_to_bigwig_0
40,2021-08,150,bwa/0.7.17.4
41,2021-08,138,deeptools_compute_matrix/3.3.2.0.0
42,2021-08,138,samtools_stats/2.0.2+galaxy2
43,2021-08,137,bamFilter/2.4.1
44,2021-08,135,cufflinks/2.2.1.3
45,2021-08,135,vcffilter2/1.0.0_rc3+galaxy3
46,2021-08,135,bedtools_intersectbed/2.30.0
47,2021-08,134,CONVERTER_fasta_to_tabular/CONVERTER_fasta_to_tabular
48,2021-08,131,csv_to_tabular/csv_to_tabular
49,2021-08,126,deg_annotate/1.1.0
50,2021-08,124,edger/3.34.0
51,2021-08,121,trinity/2.9.1+galaxy1
52,2021-08,118,deseq2/2.11.40.6+galaxy2
53,2021-08,118,Grep1/Grep1
54,2021-08,116,deeptools_plot_heatmap/3.3.2.0.1
55,2021-08,115,fastq_groomer/1.1.5
56,2021-08,111,tabular_to_csv/tabular_to_csv
57,2021-08,111,fastp/0.20.1+galaxy0
58,2021-08,108,volcanoplot/0.0.5
59,2021-08,105,CONVERTER_interval_to_bedstrict_0/CONVERTER_interval_to_bedstrict_0
60,2021-08,105,CONVERTER_bed_gff_or_vcf_to_bigwig_0/CONVERTER_bed_gff_or_vcf_to_bigwig_0
61,2021-08,103,picard_MergeSamFiles/2.18.2.1
62,2021-08,101,CONVERTER_fastq_to_fqtoc0/CONVERTER_fastq_to_fqtoc0
63,2021-08,101,quast/5.0.2+galaxy1
64,2021-08,100,annotatemyids/3.12.0
65,2021-08,100,ggplot2_heatmap2/3.0.1
66,2021-08,99,snpEff/4.3+T.galaxy1
67,2021-08,99,CONVERTER_vcf_to_vcf_bgzip_0/CONVERTER_vcf_to_vcf_bgzip_0
68,2021-08,98,comp1/comp1
69,2021-08,98,sam_dump/2.11.0+galaxy0
70,2021-08,97,ncbi_blastn_wrapper/2.10.1+galaxy0
71,2021-08,96,CONVERTER_bam_to_coodinate_sorted_bam/CONVERTER_bam_to_coodinate_sorted_bam
72,2021-08,91,cuffdiff/2.2.1.6
73,2021-08,91,lofreq_call/2.1.5+galaxy1
74,2021-08,90,collection_column_join/0.0.3
75,2021-08,89,kraken2/2.1.1+galaxy1
76,2021-08,87,charts/1.0.1
77,2021-08,87,cat1/cat1
78,2021-08,87,CONVERTER_fasta_to_fai/CONVERTER_fasta_to_fai
79,2021-08,87,tp_cat/0.1.0
80,2021-08,86,stringtie_merge/2.1.1
81,2021-08,85,CONVERTER_vcf_bgzip_to_tabix_0/CONVERTER_vcf_bgzip_to_tabix_0
82,2021-08,84,rbc_mafft/7.221.3
83,2021-08,81,table_annovar/0.2
84,2021-08,81,fastq_to_fasta_python/1.1.5
85,2021-08,79,bam_to_sam/2.0.1
86,2021-08,78,samtool_filter2/1.8+galaxy1
87,2021-08,77,unicycler/0.4.8.0
88,2021-08,75,bcftools_mpileup/1.10
89,2021-08,75,gops_intersect_1/1.0.0
90,2021-08,74,__EXPORT_HISTORY__/__EXPORT_HISTORY__
91,2021-08,74,samtools_flagstat/2.0.3
92,2021-08,73,lofreq_viterbi/2.1.5+galaxy0
93,2021-08,73,snpSift_extractFields/4.3+t.galaxy0
94,2021-08,73,rna_star/2.7.8a+galaxy0
95,2021-08,73,shovill/1.1.0+galaxy0
96,2021-08,71,Show beginning1/Show beginning1
97,2021-08,70,cuffmerge/0.0.5
98,2021-08,69,Add_a_column1/1.6
99,2021-08,67,limma_voom/3.48.0
100,2021-08,67,cat_multiple/0.2
101,2021-08,67,lofreq_indelqual/2.1.5+galaxy0
102,2021-08,66,bedtools_bamtobed/2.30.0+galaxy1
103,2021-08,66,tp_sort_header_tool/1.1.1
