,month_year,num_jobs,tool_name_version
1, 2020-01 ,95697.0,upload1/upload1
2, 2020-01 ,21256.0,fastqc/0.72+galaxy1
3, 2020-01 ,9516.0,CONVERTER_gz_to_uncompressed/CONVERTER_gz_to_uncompressed
4, 2020-01 ,9456.0,featurecounts/1.6.4+galaxy1
5, 2020-01 ,8516.0,hisat2/2.1.0+galaxy5
6, 2020-01 ,7079.0,trimmomatic/0.38.0
7, 2020-01 ,6404.0,bowtie2/2.3.4.3+galaxy0
8, 2020-01 ,5817.0,ebi_sra_main/ebi_sra_main
9, 2020-01 ,5239.0,mothur_make_contigs/1.39.5.0
10, 2020-01 ,4823.0,bwa_mem/0.7.17.1
11, 2020-01 ,4529.0,__SET_METADATA__/__SET_METADATA__
12, 2020-01 ,3676.0,Grep1/Grep1
13, 2020-01 ,3659.0,Filter1/Filter1
14, 2020-01 ,3642.0,htseq_count/0.9.1
15, 2020-01 ,3632.0,tab2fasta/1.1.0
16, 2020-01 ,3627.0,fastq_groomer/1.1.1
17, 2020-01 ,3406.0,fasta2tab/1.1.0
18, 2020-01 ,3321.0,ucsc_table_direct1/ucsc_table_direct1
19, 2020-01 ,3212.0,stringtie/1.3.6
20, 2020-01 ,3138.0,Cut1/Cut1
21, 2020-01 ,2953.0,trim_galore/0.6.3
22, 2020-01 ,2891.0,deeptools_bam_coverage/3.3.0.0.0
23, 2020-01 ,2878.0,mothur_screen_seqs/1.39.5.0
24, 2020-01 ,2846.0,cshl_fastx_collapser/1.0.0
25, 2020-01 ,2790.0,rna_star/2.6.0b-1
26, 2020-01 ,2677.0,unicycler/0.4.8.0
27, 2020-01 ,2571.0,deseq2/2.11.40.6
28, 2020-01 ,2510.0,CONVERTER_fastq_to_fqtoc0/CONVERTER_fastq_to_fqtoc0
29, 2020-01 ,2480.0,mothur_classify_seqs/1.39.5.0
30, 2020-01 ,2383.0,mothur_split_abund/1.39.5.0
31, 2020-01 ,2375.0,annotatemyids/3.7.0+galaxy1
32, 2020-01 ,2333.0,cutadapt/1.16.6
33, 2020-01 ,2288.0,fastq_to_fasta_python/1.1.1
34, 2020-01 ,2166.0,tp_cut_tool/1.1.0
35, 2020-01 ,2165.0,fastq_dump/2.10.4
36, 2020-01 ,2079.0,bedtools_intersectbed/2.29.0
37, 2020-01 ,2047.0,Grouping1/Grouping1
38, 2020-01 ,2022.0,join1/join1
39, 2020-01 ,1792.0,tp_sed_tool/1.1.1
40, 2020-01 ,1786.0,tophat2/2.1.1
41, 2020-01 ,1769.0,Add_a_column1/1.2.0
42, 2020-01 ,1733.0,deeptools_compute_matrix/3.3.0.0.0
43, 2020-01 ,1665.0,deeptools_plot_heatmap/3.3.0.0.1
44, 2020-01 ,1609.0,macs2_callpeak/2.1.1.20160309.6
45, 2020-01 ,1600.0,bowtie_wrapper/1.2.0
46, 2020-01 ,1593.0,tp_easyjoin_tool/1.1.1
47, 2020-01 ,1567.0,gops_join_1/1.0.0
48, 2020-01 ,1545.0,snpEff/4.3+T.galaxy1
49, 2020-01 ,1519.0,fastq_combiner/1.1.1
50, 2020-01 ,1482.0,cufflinks/2.2.1.2
51, 2020-01 ,1479.0,samtools_flagstat/2.0.3
52, 2020-01 ,1469.0,cat1/cat1
53, 2020-01 ,1377.0,freebayes/1.1.0.46-0
54, 2020-01 ,1367.0,prokka/1.13
55, 2020-01 ,1337.0,mothur_unique_seqs/1.39.5.0
56, 2020-01 ,1333.0,fasterq_dump/2.10.4
57, 2020-01 ,1326.0,bamFilter/2.4.1
58, 2020-01 ,1288.0,Convert characters1/Convert characters1
59, 2020-01 ,1273.0,tp_sort_header_tool/1.1.1
60, 2020-01 ,1266.0,tp_head_tool/1.1.0
61, 2020-01 ,1234.0,multiqc/1.7
62, 2020-01 ,1204.0,bwa/0.7.17.4
63, 2020-01 ,1199.0,vcffilter2/1.0.0_rc1+galaxy3
64, 2020-01 ,1195.0,datamash_ops/1.1.0
65, 2020-01 ,1189.0,bedtools_bamtofastq/2.27.1
66, 2020-01 ,1157.0,edger/3.24.1+galaxy1
67, 2020-01 ,1147.0,bedtools_genomecoveragebed/2.29.0
68, 2020-01 ,1090.0,samtool_filter2/1.8+galaxy1
69, 2020-01 ,1029.0,picard_MarkDuplicates/2.18.2.2
70, 2020-01 ,1010.0,ggplot2_heatmap2/3.0.1
71, 2020-01 ,988.0,tp_sort_header_tool/1.1.0
72, 2020-01 ,968.0,fastq_filter/1.1.1
73, 2020-01 ,966.0,sort1/sort1
74, 2020-01 ,955.0,mothur_align_seqs/1.39.5.0
75, 2020-01 ,934.0,cshl_fastq_to_fasta/1.0.2
76, 2020-01 ,928.0,fastp/0.19.5+galaxy1
77, 2020-01 ,917.0,CONVERTER_bam_to_coodinate_sorted_bam/CONVERTER_bam_to_coodinate_sorted_bam
78, 2020-01 ,909.0,wig_to_bigWig/wig_to_bigWig
79, 2020-01 ,902.0,tabular_to_fastq/1.1.1
80, 2020-01 ,892.0,salmon/0.14.1.2
81, 2020-01 ,876.0,tp_find_and_replace/1.1.1
82, 2020-01 ,827.0,samtools_rmdup/2.0.1
83, 2020-01 ,806.0,gops_intersect_1/1.0.0
84, 2020-01 ,797.0,bam_to_sam/2.0.1
85, 2020-01 ,796.0,mothur_summary_seqs/1.39.5.0
86, 2020-01 ,796.0,param_value_from_file/param_value_from_file
87, 2020-01 ,789.0,comp1/comp1
88, 2020-01 ,729.0,fastqc/0.72
89, 2020-01 ,712.0,picard_DownsampleSam/2.18.2.1
90, 2020-01 ,706.0,csv_to_tabular/csv_to_tabular
91, 2020-01 ,694.0,ncbi_blastn_wrapper/0.3.3
92, 2020-01 ,682.0,bwa_wrapper/1.2.3
93, 2020-01 ,670.0,trinity_psc/0.0.1
94, 2020-01 ,667.0,mergeCols1/mergeCols1
95, 2020-01 ,655.0,fastq_join/1.1.2-806.1
96, 2020-01 ,640.0,trimmomatic/0.36.5
97, 2020-01 ,629.0,lastz_wrapper_2/1.3.2
98, 2020-01 ,628.0,samtools_slice_bam/2.0.1
99, 2020-01 ,614.0,cshl_fastx_trimmer/1.0.2
100, 2020-01 ,614.0,cshl_fastq_quality_filter/1.0.2
101, 2020-01 ,596.0,gops_basecoverage_1/1.0.0
102, 2020-01 ,583.0,tp_cat/0.1.0
103, 2020-01 ,580.0,bedtools_multicovtbed/2.29.0
104, 2020-01 ,552.0,deeptools_plot_profile/3.3.0.0.0
105, 2020-01 ,550.0,minimap2/2.17+galaxy0
106, 2020-01 ,547.0,mothur_trim_seqs/1.39.5.0
107, 2020-01 ,539.0,addValue/addValue
108, 2020-01 ,538.0,CONVERTER_interval_to_bed_0/CONVERTER_interval_to_bed_0
109, 2020-01 ,535.0,kraken/1.3.0
110, 2020-01 ,534.0,featurecounts/1.6.3+galaxy2
111, 2020-01 ,515.0,limma_voom/3.38.3+galaxy3
112, 2020-01 ,513.0,kallisto_quant/0.46.0.4
113, 2020-01 ,511.0,CONVERTER_bam_to_bigwig_0/CONVERTER_bam_to_bigwig_0
114, 2020-01 ,510.0,naive_variant_caller/0.0.4
115, 2020-01 ,510.0,rseqc_infer_experiment/2.6.4.1
116, 2020-01 ,509.0,fastq_to_tabular/1.1.1
117, 2020-01 ,507.0,mothur_filter_seqs/1.39.5.0
118, 2020-01 ,496.0,deeptools_plot_correlation/3.3.0.0.0
119, 2020-01 ,484.0,snpSift_filter/4.3+t.galaxy0
120, 2020-01 ,477.0,tp_awk_tool/1.1.1
121, 2020-01 ,477.0,bamtools/2.4.0
122, 2020-01 ,474.0,tabular_to_csv/tabular_to_csv
123, 2020-01 ,468.0,gatk_unified_genotyper/0.0.6
124, 2020-01 ,466.0,samtools_mpileup/2.1.4
125, 2020-01 ,465.0,Paste1/Paste1
126, 2020-01 ,458.0,mothur_make_fastq/1.39.5.0
127, 2020-01 ,456.0,table_annovar/0.2
128, 2020-01 ,451.0,pileup_parser/1.0.2
129, 2020-01 ,451.0,mothur_summary_tax/1.39.5.0
130, 2020-01 ,436.0,peakcalling_macs/1.0.1
131, 2020-01 ,432.0,samtools_sort/2.0.3
132, 2020-01 ,430.0,varscan/2.4.2
133, 2020-01 ,426.0,vsearch_clustering/1.9.7.0
134, 2020-01 ,423.0,sam_to_bam/2.1.1
135, 2020-01 ,422.0,samtools_idxstats/2.0.3
136, 2020-01 ,420.0,tp_multijoin_tool/1.1.1
137, 2020-01 ,419.0,samtools_stats/2.0.2+galaxy2
138, 2020-01 ,418.0,rseqc_bam2wig/2.6.4
139, 2020-01 ,412.0,seqtk_sample/1.3.2
140, 2020-01 ,408.0,trim_galore/0.4.3.1
141, 2020-01 ,403.0,sequence_content_trimmer/0.1
142, 2020-01 ,402.0,cshl_fastx_barcode_splitter/1.0.1
143, 2020-01 ,397.0,cshl_fastx_collapser/1.0.1
144, 2020-01 ,395.0,tp_replace_in_line/1.1.2
145, 2020-01 ,391.0,deeptools_bam_coverage/3.1.2.0.0
146, 2020-01 ,389.0,ncbi_blastx_wrapper/0.3.3
147, 2020-01 ,385.0,quast/5.0.2+galaxy0
148, 2020-01 ,383.0,fastq_groomer/1.0.4
149, 2020-01 ,370.0,cuffdiff/2.2.1.5
150, 2020-01 ,365.0,allele_counts_1/1.2
151, 2020-01 ,360.0,tp_replace_in_line/1.1.1
152, 2020-01 ,353.0,bedtools_bamtobed/2.29.0
153, 2020-01 ,346.0,sam_pileup/1.1.2
154, 2020-01 ,342.0,__BUILD_LIST__/__BUILD_LIST__
155, 2020-01 ,336.0,sam_to_bam/2.1
156, 2020-01 ,332.0,hisat2/2.1.0+galaxy4
157, 2020-01 ,318.0,presto_parselog/0.5.4
158, 2020-01 ,314.0,deeptools_bam_compare/3.3.0.0.0
159, 2020-01 ,314.0,picard_QualityScoreDistribution/2.18.2.1
160, 2020-01 ,314.0,fasta_filter_by_length/1.1
161, 2020-01 ,313.0,gatk_variant_select/0.0.3
162, 2020-01 ,312.0,fastq_stats/1.1.1
163, 2020-01 ,305.0,CONVERTER_interval_to_bedstrict_0/CONVERTER_interval_to_bedstrict_0
164, 2020-01 ,304.0,fastq_paired_end_joiner/2.0.1.1
165, 2020-01 ,303.0,samtools_view/1.9
166, 2020-01 ,301.0,tp_grep_tool/1.1.1
167, 2020-01 ,298.0,flash/1.2.11.4
168, 2020-01 ,297.0,rseqc_read_GC/2.6.4
169, 2020-01 ,296.0,Count1/Count1
170, 2020-01 ,295.0,collapse_dataset/4.1
171, 2020-01 ,291.0,sam_merge2/1.2.0
172, 2020-01 ,291.0,fastq_quality_trimmer/1.1.1
173, 2020-01 ,288.0,Extract genomic DNA 1/Extract genomic DNA 1
174, 2020-01 ,287.0,tp_sorted_uniq/1.1.0
175, 2020-01 ,287.0,bedtools_getfastabed/2.29.0
176, 2020-01 ,272.0,fastqc/0.65
177, 2020-01 ,271.0,clustalw/2.1
178, 2020-01 ,271.0,vcf2tsv/1.0.0_rc1+galaxy0
179, 2020-01 ,268.0,Extract genomic DNA 1/3.0.3
180, 2020-01 ,267.0,__EXPORT_HISTORY__/__EXPORT_HISTORY__
181, 2020-01 ,264.0,snpEff/1.0
182, 2020-01 ,263.0,picard_AddOrReplaceReadGroups/2.18.2.1
183, 2020-01 ,262.0,picard_CollectRnaSeqMetrics/2.18.2.1
184, 2020-01 ,260.0,prokka/1.14.5
185, 2020-01 ,259.0,collection_column_join/0.0.3
186, 2020-01 ,259.0,goseq/1.36.0+galaxy0
187, 2020-01 ,258.0,cshl_fastx_artifacts_filter/1.0.0
188, 2020-01 ,257.0,__MERGE_COLLECTION__/__MERGE_COLLECTION__
189, 2020-01 ,257.0,tp_find_and_replace/1.1.2
