,month_year,num_jobs,tool_name_version
0,2022-07,118854,ucsc_table_direct1/ucsc_table_direct1
1,2022-07,102530,__DATA_FETCH__/__DATA_FETCH__
2,2022-07,62218,abricate/1.0.1
3,2022-07,37832,fastq_combiner/1.1.5
4,2022-07,28734,fastqc/0.73+galaxy0
5,2022-07,24449,CONVERTER_gz_to_uncompressed/CONVERTER_gz_to_uncompressed
6,2022-07,10203,trimmomatic/0.38.0
7,2022-07,8725,bowtie2/2.4.2+galaxy0
8,2022-07,8523,prokka/1.14.6+galaxy1
9,2022-07,8384,featurecounts/2.0.1+galaxy2
10,2022-07,7760,hisat2/2.2.1+galaxy0
11,2022-07,6995,Grep1/Grep1
12,2022-07,5011,ctb_alignit/1.0.4+galaxy0
13,2022-07,4603,stringtie/2.1.7+galaxy1
14,2022-07,4000,iqtree/2.1.2+galaxy2
15,2022-07,3953,rbc_mirdeep2_mapper/2.0.0.8.1
16,2022-07,3833,rna_star/2.7.8a+galaxy0
17,2022-07,3790,Filter1/Filter1
18,2022-07,3624,rbc_mirdeep2_quantifier/2.0.0
19,2022-07,3526,regex1/1.0.1
20,2022-07,3522,cutadapt/4.0+galaxy0
21,2022-07,3503,Cut1/Cut1
22,2022-07,3471,trim_galore/0.4.3.1
23,2022-07,3127,fastqc/0.72+galaxy1
24,2022-07,2985,bamFilter/2.4.1
25,2022-07,2981,trim_galore/0.6.7+galaxy0
26,2022-07,2946,fastq_dump/2.11.0+galaxy0
27,2022-07,2828,samtools_idxstats/2.0.3
28,2022-07,2752,__SET_METADATA__/__SET_METADATA__
29,2022-07,2660,fasterq_dump/2.11.0+galaxy1
30,2022-07,2534,deeptools_plot_heatmap/3.5.1.0.1
31,2022-07,2474,deeptools_bam_coverage/3.5.1.0.0
32,2022-07,2426,cutadapt/3.7+galaxy0
33,2022-07,2417,deseq2/2.11.40.7+galaxy1
34,2022-07,2415,deeptools_compute_matrix/3.5.1.0.0
35,2022-07,2132,cshl_fastx_trimmer/1.0.2+galaxy0
36,2022-07,2084,rbc_mafft/7.489+galaxy0
37,2022-07,1941,htseq_count/0.9.1
38,2022-07,1932,bwa_mem/0.7.17.2
39,2022-07,1931,join1/join1
40,2022-07,1920,CONVERTER_bam_to_coodinate_sorted_bam/CONVERTER_bam_to_coodinate_sorted_bam
