,month_year,avg_cpu_time,tool_name_version
1, 2020-01 ,1.4986907028565307e+18,transit_hmm/3.0.1+galaxy2
2, 2020-01 ,1.4323841446854472e+18,dexseq/1.20.1
3, 2020-01 ,1.4106673884105897e+18,iterative_map_pipeline/1.0
4, 2020-01 ,1.346220656313616e+18,rseqc_geneBody_coverage2/2.6.4.1
5, 2020-01 ,1.2285973825274836e+18,augustus/3.3.3
6, 2020-01 ,1.1483444707948876e+18,cuffdiff/2.2.1.5
7, 2020-01 ,1.038349938796273e+18,bowtie2/2.3.4.2
8, 2020-01 ,1.023291815199664e+18,tophat2/2.1.1
9, 2020-01 ,9.400173505628867e+17,bcftools_mpileup/1.4.0.0
10, 2020-01 ,8.65684594960897e+17,cuffquant/2.2.1.1
11, 2020-01 ,8.263106803450785e+17,bwa_wrapper/1.2.3
12, 2020-01 ,7.672622578407123e+17,deeptools_multi_bam_summary/3.1.2.0.0
13, 2020-01 ,7.654046678607059e+17,bwameth/0.2.2
14, 2020-01 ,6.265857104544938e+17,rna_star/2.6.0b-1
15, 2020-01 ,5.607978187708272e+17,align_families/2.14
16, 2020-01 ,5.526410673466646e+17,mimodd_varcall/0.1.9
17, 2020-01 ,4.785735218165344e+17,velvetoptimiser/2.2.6
18, 2020-01 ,4.74482318510959e+17,presto_maskprimers/0.5.4
19, 2020-01 ,4.497221309273088e+17,bowtie2/0.4
20, 2020-01 ,4.364717109456008e+17,freebayes/1.1.0.46-0
21, 2020-01 ,3.969445880609162e+17,meme_meme/4.12.0.0
22, 2020-01 ,3.8299075549532454e+17,tophat2/2.1.0
23, 2020-01 ,3.6623014351042944e+17,megahit/1.1.3.4
24, 2020-01 ,3.3338879504404026e+17,tophat2/0.9
25, 2020-01 ,3.2621126708806874e+17,snippy/4.4.5+galaxy0
26, 2020-01 ,3.205519304685977e+17,bwa_mem/0.7.17.1
27, 2020-01 ,2.983533332441081e+17,deeptools_bam_coverage/3.3.0.0.0
28, 2020-01 ,2.9406112985087546e+17,random_lines1/random_lines1
29, 2020-01 ,2.9239635176099366e+17,bwa/0.7.17.4
30, 2020-01 ,2.664441984600083e+17,presto_assemblepairs/0.5.4
31, 2020-01 ,2.3638301830549542e+17,ncbi_blastx_wrapper/0.3.3
32, 2020-01 ,2.301582675875678e+17,bowtie2/2.3.4.3+galaxy0
33, 2020-01 ,2.1919423530790243e+17,bowtie2/2.3.2.2
34, 2020-01 ,1.982626343334488e+17,presto_filterseq/0.5.4
35, 2020-01 ,1.9026289654349888e+17,bcftools_mpileup/1.9+galaxy2
36, 2020-01 ,1.8862535872733632e+17,presto_buildconsensus/0.5.4
37, 2020-01 ,1.7054511488567235e+17,__EXPORT_HISTORY__/__EXPORT_HISTORY__
38, 2020-01 ,1.6975031271662992e+17,liftOver1/liftOver1
39, 2020-01 ,1.6679009670370003e+17,rseqc_tin/2.6.4.1
40, 2020-01 ,1.6251488284361565e+17,clustalw/2.1
41, 2020-01 ,1.625043945685301e+17,samtools_mpileup/2.1.4
42, 2020-01 ,1.32645928997712e+17,crossmap_wig/0.3.7
43, 2020-01 ,1.2028215900388112e+17,CONVERTER_interval_to_bgzip_0/CONVERTER_interval_to_bgzip_0
44, 2020-01 ,1.158638778790652e+17,dexseq/1.28.1+galaxy1
45, 2020-01 ,1.067314117959222e+17,shovill/1.0.4+galaxy0
46, 2020-01 ,1.0015932554951712e+17,ncbi_tblastx_wrapper/0.3.3
47, 2020-01 ,9.641611059358605e+16,deeptools_plot_coverage/3.3.0.0.0
48, 2020-01 ,9.40065841256733e+16,deeptools_bam_compare/3.3.0.0.0
49, 2020-01 ,9.177910915618918e+16,gd_raxml/1.0.0
50, 2020-01 ,8.550405677411829e+16,fastq_groomer/1.1.1
