tool_name_version,num_jobs
upload1/upload1,104789.35294117648
fastqc/0.72+galaxy1,32899.882352941175
fasterq_dump/2.10.7+galaxy0,13601.111111111111
param_value_from_file/param_value_from_file,11772.333333333334
hisat2/2.1.0+galaxy7,11331.25
featurecounts/2.0.1,11280.5
Add_a_column1/1.6,10157.0
bwa_mem/0.7.17.1,9321.70588235294
bowtie2/2.3.4.3+galaxy0,9177.117647058823
CONVERTER_gz_to_uncompressed/CONVERTER_gz_to_uncompressed,9174.117647058823
trimmomatic/0.38.0,9063.64705882353
hhsearch/0.1.0,8896.285714285714
hisat2/2.1.0+galaxy5,8591.411764705883
fastp/0.20.1+galaxy0,7571.571428571428
bedtools_genomecoveragebed/2.29.2,7338.0
ucsc_table_direct1/ucsc_table_direct1,7317.588235294118
lastz_wrapper_2/1.3.2,7068.5
fastq_dump/2.10.9+galaxy0,6382.75
Filter1/Filter1,5779.705882352941
bowtie2/2.4.2+galaxy0,5365.333333333333
featurecounts/1.6.4+galaxy2,5350.4
picard_MarkDuplicates/2.18.2.2,5014.117647058823
samtools_stats/2.0.2+galaxy2,4982.117647058823
lofreq_call/2.1.5+galaxy0,4945.75
rna_star/2.7.8a,4942.333333333333
lofreq_viterbi/2.1.5+galaxy0,4881.833333333333
__SET_METADATA__/__SET_METADATA__,4848.941176470588
snpSift_filter/4.3+t.galaxy1,4797.833333333333
samtool_filter2/1.8+galaxy1,4770.411764705882
lofreq_indelqual/2.1.5+galaxy0,4592.833333333333
lofreq_filter/2.1.5+galaxy0,4335.083333333333
stringtie/2.1.1,4259.5
Cut1/Cut1,4211.764705882353
htseq_count/0.9.1,4126.35294117647
snpSift_extractFields/4.3+t.galaxy0,3885.823529411765
ebi_sra_main/ebi_sra_main,3844.470588235294
cutadapt/1.16.6,3830.0588235294117
abricate/1.0.1,3820.076923076923
featurecounts/1.6.4+galaxy1,3775.0
fastq_groomer/1.1.5,3500.6875
fasterq_dump/2.10.9+galaxy0,3474.0
lofreq_indelqual/2.1.4+galaxy0,3396.0
fastq_dump/2.10.8+galaxy0,3393.8
deseq2/2.11.40.6+galaxy1,3060.266666666667
cshl_fastx_trimmer/1.0.2+galaxy0,3003.8125
trim_galore/0.6.3,2979.529411764706
snpeff_sars_cov_2/4.5covid19,2905.4166666666665
deeptools_bam_coverage/3.3.2.0.0,2899.133333333333
prokka/1.14.5+galaxy0,2815.875
__UNZIP_COLLECTION__/__UNZIP_COLLECTION__,2804.529411764706
rna_star/2.7.5b,2701.4
join1/join1,2676.176470588235
lastz_wrapper_2/1.3.3,2633.0
Grouping1/Grouping1,2420.0588235294117
snpEff/4.3+T.galaxy1,2393.764705882353
deeptools_compute_matrix/3.3.2.0.0,2391.4666666666667
vcffilter2/1.0.0_rc3+galaxy3,2325.5625
freebayes/1.3.1,2280.0
macs2_callpeak/2.1.1.20160309.6,2261.705882352941
rbc_mafft/7.221.3,2224.6470588235293
filter_by_fasta_ids/2.3,2146.625
deeptools_plot_heatmap/3.3.2.0.1,2098.9333333333334
Grep1/Grep1,2046.3529411764705
tp_cut_tool/1.1.0,2015.764705882353
bedtools_intersectbed/2.29.0,2002.1764705882354
tophat2/2.1.1,1978.1176470588234
multiqc/1.9+galaxy1,1945.0
cat1/cat1,1936.7058823529412
qualimap_bamqc/2.2.2d+galaxy3,1936.5
sra_source/sra_source,1932.3333333333333
mothur_unique_seqs/1.39.5.0,1890.4117647058824
rna_star/2.7.7a,1852.5
samtools_view/1.9+galaxy2,1850.75
bwa/0.7.17.4,1844.764705882353
bamFilter/2.4.1,1786.764705882353
minimap2/2.17+galaxy2,1763.875
CONVERTER_vcf_to_vcf_bgzip_0/CONVERTER_vcf_to_vcf_bgzip_0,1651.7058823529412
gops_join_1/1.0.0,1614.235294117647
tp_find_and_replace/1.1.3,1606.4
sort1/sort1,1595.7058823529412
fastq_to_fasta_python/1.1.5,1586.875
fastp/0.19.5+galaxy1,1583.2941176470588
salmon/1.3.0+galaxy1,1552.0
fasterq_dump/2.10.8+galaxy0,1512.4
cufflinks/2.2.1.3,1467.6
tp_find_and_replace/1.1.2,1467.1666666666667
tp_sed_tool/1.1.1,1418.5294117647059
samtools_view/1.9+galaxy3,1300.0
kc-align/1.0,1273.2
multiqc/1.8+galaxy1,1269.75
prokka/1.14.5,1244.8823529411766
lofreq_call/2.1.5+galaxy1,1218.0
CONVERTER_fastq_to_fqtoc0/CONVERTER_fastq_to_fqtoc0,1191.1764705882354
kraken2/2.1.1+galaxy0,1165.5
bedtools_intersectbed/2.30.0,1145.0
fastq_dump/2.10.4+galaxy1,1144.6923076923076
fasterq_dump/2.10.4+galaxy2,1112.5454545454545
fastq_dump/2.10.7+galaxy2,1109.5714285714287
bamtools/2.4.0.0,1105.375
mothur_make_fastq/1.39.5.0,1103.8666666666666
ncbi_blastn_wrapper/2.10.1+galaxy0,1078.5
ncbi_blastp_wrapper/0.3.3,1077.8666666666666
vcfvcfintersect/1.0.0_rc3+galaxy0,1073.8125
samtools_flagstat/2.0.3,1045.4117647058824
fasta2tab/1.1.0,1022.2352941176471
multiqc/1.9,1014.5
edger/3.24.1+galaxy1,1011.3529411764706
samtools_rmdup/2.0.1,981.2941176470588
replace_column_with_key_value_file/0.2,970.7647058823529
snippy/4.5.0,957.3333333333334
picard_NormalizeFasta/2.18.2.1,955.6470588235294
ivar_trim/1.2.2+galaxy1,954.3333333333334
unicycler/0.4.8.0,954.0588235294117
dada2_filterAndTrim/1.14+galaxy0,953.5
Add_a_column1/1.5,944.0
get_pdb/0.1.0,940.25
tp_replace_in_line/1.1.2,934.6470588235294
mothur_summary_seqs/1.39.5.0,930.7058823529412
deeptools_plot_profile/3.3.2.0.0,926.0666666666667
annotatemyids/3.12.0,922.0
ggplot2_heatmap2/3.0.1,915.8823529411765
datamash_ops/1.1.0,905.0588235294117
kraken2/2.1.1+galaxy1,902.6666666666666
mothur_make_contigs/1.39.5.0,902.3529411764706
mothur_screen_seqs/1.39.5.0,894.5294117647059
lastz_wrapper_2/1.3,877.5
lofreq_viterbi/2.1.4+galaxy1,872.0
mothur_trim_seqs/1.39.5.0,854.9375
tab2fasta/1.1.0,847.5882352941177
bcftools_consensus/1.10,834.3125
samtools_idxstats/2.0.3,824.5294117647059
spades/3.12.0+galaxy1,823.0588235294117
CONVERTER_interval_to_bed_0/CONVERTER_interval_to_bed_0,820.5294117647059
picard_AddOrReplaceReadGroups/2.18.2.1,815.5882352941177
cshl_fastx_collapser/1.0.0,809.8666666666667
samtools_sort/2.0.3,802.7647058823529
gops_intersect_1/1.0.0,794.8823529411765
tp_sort_header_tool/1.1.1,784.8823529411765
clustalw/2.1,778.0588235294117
csv_to_tabular/csv_to_tabular,775.1764705882352
cufflinks/2.2.1.2,771.75
Add_a_column1/1.3.1,762.3
fastqc/0.69,758.9411764705883
kraken/1.3.1,752.0
ivar_removereads/1.2.2+galaxy1,739.1
volcanoplot/0.0.3,723.375
qualimap_bamqc/2.2.2c,717.0
wig_to_bigWig/wig_to_bigWig,705.9411764705883
cshl_fastq_quality_filter/1.0.2+galaxy0,697.875
gops_subtract_1/1.0.0,694.8823529411765
lofreq_viterbi/2.1.3.1+galaxy1,689.6153846153846
tp_cat/0.1.0,684.7058823529412
EMBOSS: matcher52/5.0.0.1,668.0666666666667
cshl_fastx_collapser/1.0.1,663.8823529411765
fastq_groomer/1.1.1,655.7647058823529
kallisto_quant/0.46.0.4,652.8235294117648
mothur_align_seqs/1.39.5.0,640.7058823529412
comp1/comp1,636.1764705882352
filter_tabular/3.1.2,629.6666666666666
gops_merge_1/1.0.0,626.7058823529412
limma_voom/3.38.3+galaxy3,625.7058823529412
rseqc_infer_experiment/2.6.4.1,622.7058823529412
fastq_join/1.1.2-806.1,621.4117647058823
busco/5.0.0+galaxy0,610.3333333333334
bam_to_sam/2.0.1,594.4117647058823
cshl_fastq_to_fasta/1.0.2,594.3529411764706
tp_multijoin_tool/1.1.1,592.6470588235294
salmon/0.14.1.2,590.7857142857143
cshl_fastx_barcode_splitter/1.0.1,587.7058823529412
CONVERTER_bam_to_coodinate_sorted_bam/CONVERTER_bam_to_coodinate_sorted_bam,587.2941176470588
Add_a_column1/1.2.0,586.4117647058823
circos/0.69.8+galaxy7,585.0
CONVERTER_bam_to_bigwig_0/CONVERTER_bam_to_bigwig_0,579.0588235294117
fasta2tab/1.1.1,577.6666666666666
tab2fasta/1.1.1,564.875
fastq_filter/1.1.5,564.5
